89750,-0.5526,0.1842,-0.1888
90932,-0.5526,0.1796,-0.1842
88592,-0.55721,0.1842,-0.1842
1.9295e+006,-0.5526,0.1842,-0.1842
85138,-0.548,0.1842,-0.1842
82982,-0.5526,0.18881,-0.1842
84049,-0.5526,0.1842,-0.17959
